input,output
PM2.5=29 humidity=24 wind=3.8 AQI=30,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=52 humidity=24 wind=1.4 AQI=72,Air quality is affected because pollution is low and wind is low and pollutants are trapped.
PM2.5=51 humidity=67 wind=2.6 AQI=86,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=141 humidity=79 wind=0.7 AQI=219,Air quality is affected because pollution levels are elevated and wind is low and pollutants are trapped.
PM2.5=165 humidity=20 wind=3.4 AQI=207,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=106 humidity=67 wind=5.4 AQI=144,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=144 humidity=48 wind=2.4 AQI=199,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=115 humidity=79 wind=5.5 AQI=161,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=163 humidity=38 wind=6.9 AQI=196,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=36 humidity=23 wind=4.0 AQI=38,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=20 humidity=57 wind=7.0 AQI=19,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=11 humidity=56 wind=1.4 AQI=35,Air quality is affected because pollution is low and wind is low and pollutants are trapped.
PM2.5=136 humidity=33 wind=4.6 AQI=170,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=227 humidity=21 wind=7.2 AQI=269,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=96 humidity=40 wind=6.9 AQI=110,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=147 humidity=60 wind=1.6 AQI=213,Air quality is affected because pollution levels are elevated and wind is low and pollutants are trapped.
PM2.5=245 humidity=87 wind=2.5 AQI=349,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=35 humidity=55 wind=3.5 AQI=55,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=265 humidity=47 wind=1.7 AQI=359,Air quality is affected because fine particles are extremely high and wind is low and pollutants are trapped.
PM2.5=48 humidity=47 wind=1.6 AQI=77,Air quality is affected because pollution is low and wind is low and pollutants are trapped.
PM2.5=35 humidity=29 wind=1.9 AQI=50,Air quality is affected because pollution is low and wind is low and pollutants are trapped.
PM2.5=197 humidity=71 wind=4.8 AQI=267,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=244 humidity=43 wind=4.3 AQI=317,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=171 humidity=49 wind=1.8 AQI=237,Air quality is affected because fine particles are extremely high and wind is low and pollutants are trapped.
PM2.5=66 humidity=69 wind=7.5 AQI=82,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=131 humidity=29 wind=2.1 AQI=174,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=86 humidity=49 wind=1.9 AQI=126,Air quality is affected because pollution levels are elevated and wind is low and pollutants are trapped.
PM2.5=55 humidity=40 wind=4.2 AQI=70,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=257 humidity=47 wind=1.0 AQI=352,Air quality is affected because fine particles are extremely high and wind is low and pollutants are trapped.
PM2.5=101 humidity=56 wind=6.9 AQI=124,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=213 humidity=20 wind=2.7 AQI=273,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=182 humidity=73 wind=1.0 AQI=268,Air quality is affected because fine particles are extremely high and wind is low and pollutants are trapped.
PM2.5=172 humidity=22 wind=2.0 AQI=224,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=75 humidity=22 wind=3.2 AQI=92,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=48 humidity=75 wind=4.5 AQI=77,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=129 humidity=31 wind=3.7 AQI=164,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=281 humidity=45 wind=7.2 AQI=351,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=17 humidity=63 wind=5.8 AQI=24,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=126 humidity=44 wind=0.6 AQI=182,Air quality is affected because pollution levels are elevated and wind is low and pollutants are trapped.
PM2.5=64 humidity=92 wind=7.0 AQI=94,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=159 humidity=80 wind=5.6 AQI=218,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=266 humidity=55 wind=1.3 AQI=366,Air quality is affected because fine particles are extremely high and wind is low and pollutants are trapped.
PM2.5=150 humidity=89 wind=6.5 AQI=207,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=96 humidity=46 wind=2.9 AQI=133,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=123 humidity=32 wind=2.8 AQI=161,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=71 humidity=25 wind=4.4 AQI=82,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=267 humidity=81 wind=6.5 AQI=355,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=257 humidity=33 wind=2.5 AQI=338,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=162 humidity=26 wind=3.2 AQI=207,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=224 humidity=87 wind=1.8 AQI=325,Air quality is affected because fine particles are extremely high and wind is low and pollutants are trapped.
PM2.5=138 humidity=59 wind=6.9 AQI=174,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=21 humidity=52 wind=4.9 AQI=28,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=99 humidity=79 wind=6.7 AQI=134,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=204 humidity=68 wind=7.6 AQI=261,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=294 humidity=67 wind=1.7 AQI=407,Air quality is affected because fine particles are extremely high and wind is low and pollutants are trapped.
PM2.5=33 humidity=68 wind=5.9 AQI=47,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=52 humidity=26 wind=0.7 AQI=77,Air quality is affected because pollution is low and wind is low and pollutants are trapped.
PM2.5=300 humidity=31 wind=7.9 AQI=366,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=104 humidity=86 wind=2.1 AQI=167,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=242 humidity=88 wind=7.7 AQI=320,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=56 humidity=66 wind=3.5 AQI=88,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=94 humidity=44 wind=2.3 AQI=132,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=90 humidity=23 wind=2.1 AQI=118,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=281 humidity=85 wind=7.2 AQI=371,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=29 humidity=58 wind=5.1 AQI=41,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=249 humidity=54 wind=7.6 AQI=312,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=120 humidity=76 wind=1.0 AQI=189,Air quality is affected because pollution levels are elevated and wind is low and pollutants are trapped.
PM2.5=199 humidity=48 wind=6.8 AQI=248,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=124 humidity=82 wind=0.6 AQI=199,Air quality is affected because pollution levels are elevated and wind is low and pollutants are trapped.
PM2.5=264 humidity=37 wind=3.4 AQI=344,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=130 humidity=93 wind=4.4 AQI=193,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=259 humidity=30 wind=4.0 AQI=331,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=55 humidity=26 wind=1.3 AQI=78,Air quality is affected because pollution is low and wind is low and pollutants are trapped.
PM2.5=123 humidity=33 wind=4.2 AQI=155,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=288 humidity=46 wind=1.5 AQI=389,Air quality is affected because fine particles are extremely high and wind is low and pollutants are trapped.
PM2.5=136 humidity=20 wind=4.0 AQI=166,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=40 humidity=93 wind=6.3 AQI=67,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=283 humidity=63 wind=4.8 AQI=375,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=300 humidity=48 wind=4.5 AQI=391,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=109 humidity=77 wind=1.9 AQI=170,Air quality is affected because pollution levels are elevated and wind is low and pollutants are trapped.
PM2.5=90 humidity=44 wind=4.1 AQI=118,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=196 humidity=69 wind=4.9 AQI=264,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=164 humidity=45 wind=4.0 AQI=215,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=88 humidity=21 wind=2.5 AQI=112,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=70 humidity=53 wind=2.0 AQI=107,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=243 humidity=55 wind=6.4 AQI=311,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
